To / do / we / an / have / landing / now / emergency;We have to do an emergency landing now;We have do to an emergency landing now;Have we to do an landing emergency now;Do we have to landing an emergency now;4;15;This is not the correct structure;48
Pilot / talks / loudspeakers / the / the / in;The pilot talks in the loudspeakers;The loudspeakers talks in the pilot;Pilot talks the in the loudspeakers;Talks the pilot in the loudspeakers;4;15;This is not the correct structure;49
Traveling / best / they / airline / are / the / in;They’re traveling in the best airline;Are they in the best airline traveling;They’re  in the airline traveling best;In the airline they are best traveling;4;15;This is not the correct structure;49
Is / in / plane / the / air / the / hostess / speaking;The air hostess is speaking in the plane;The hostess air is in the plane speaking;The speaking air hostess is in the plane;The plane is speaking in the hostess air;4;15;This is not the correct structure;47
It / i / is / am / full/ the / in / but / airline;I’m in the airline but it is full;I is in the airline but it am full;I’m full but in the airline it is;I full am in the airline but is it;4;15;This is not the correct structure;48
Mother / brought / my /baggage / the / allowance;My mother brought the baggage allowance;My baggage allowance brought the mother;Mother my baggage brought the allowance;Mother my brought the baggage allowance;4;15;This is not the correct structure;47
Had/ a/bumpy/ we / flight;We had a bumpy flight;We bumpy arrived of flight;We of arrived bumpy fight;Arrived of we flight bumpy;4;15;This is not the correct structure;49
Tourist/ i / for / had /suitcase / been / buying / a / the;I had been buying a suitcase for the tourist;I been had buying a suitcase the tourist for;I buying a suitcase had been for the tourist;The tourist had been buying a suitcase for I;4;15;This is not the correct structure;50
He / spoke / has / hostess / been /air /listening / the /music / while ;He has been listening to music while the air hostess spoke;He has been while listening music the air spoke hostess;The air hostess listening while he has been spoke music;Has he been spoke music while the air hostess listening;4;15;This is not the correct structure;50
Works / air / he / in / control / traffic;He works in air traffic control;He works in traffic air control;He works in control air traffic;He works in air control traffic;4;15;This is not the correct structure;50
I / vest / have / life / to /the / use / today;I have to use the life vest today;I use to have the life vest today;I have use to vest life today;I vest  have to use the life today;4;15;This is not the correct structure;49
Arrived / plane / the / destination / the / final;The plane arrived the final destination;The plane arrived the destination final;Arrived the plane the destination final;Final the plane arrived the destination;4;15;This is not the correct structure;49
Must / mother / my / airline / work / in / every / the / day;My mother must work in the airline every day;My mother work must in the every airline day;my airline must work in the mother every day;Mother must work my day in the every airline;4;15;This is not the correct structure;50
I / bathroom / can / the / wait / in / the / is / pilot / he / because;I can wait the pilot because he’s in the bathroom;I wait can the pilot he is because in the bathroom;Because i can wait in the bathroom he is the pilot;I can wait in the bathroom because he is the pilot;4;15;This is not the correct structure;49
Perfect / was / landing / the;The landing was perfect;The perfect landing was;Perfect the landing was;Was landing the perfect;4;15;This is not the correct structure;50
Clothes / my / luggage / full / of / is;My luggage is full of clothes;My luggage full is of clothes;The clothes is full of my luggage;The luggage full is of my clothes;4;15;This is not the correct structure;48
Pilot / the / the / air / with / hostess / married / said /is /that / she;The air hostess said that she is married with the pilot;The hostess air that said she is married with the pilot;The air pilot said that she is married with the hostess;The hostess air said that she´s married with the pilot;4;15;This is not the correct structure;48
International / success / our / was / flight / a;Our international flight was a success;Our success was a international flight;Our international success was a flight;Our flight was a success international;4;15;This is not the correct structure;47
Is there a bus on the way in the airport?;There is a bus on the way in the airport;There are buses on the way in the airport;There are many buses on the way in the airport;There isn't a bus on the way in the airport;5;15;This is not the correct answer from the video;51
Are there  big planes in the airport?;There are big planes in the airport;There is not a big plane in the airport;There are not big planes in the airport;There are five planes in the airport;5;15;This is not the correct answer from the video;52
Are there people in the airport?;There are people in the airport;There are two people in the airport;There is a person in the airport;There aren't people in the airport;5;15;This is not the correct answer from the video;49
Are there lights on in the airport?;There are lights on in the airport;There aren't lights on in the airport;There is a light on in the airport;There aren't any lights on in the airport;5;15;This is not the correct answer from the video;53
Is this a small airport?;This is a small airport;This is not a small airport;This is so small airport;This is a very small airport;5;15;This is not the correct answer from the video;53
Is there a plane taking off ?;There is a plane taking off;There is not a plane taking off;There are planes taking off;There are many planes taking off;5;15;This is not the correct answer from the video;53
Are there trees outside the airport?;There are trees outside the airport;There is a tree outside the airport;There are two trees outside the airport;There aren't any trees outside the airport;5;15;This is not the correct answer from the video;47
Are there people walking in the airport?;There are people walking in the airport;There is a person walking in the airport;There are not people walking in the airport;There are six people walking in the airport;5;15;This is not the correct answer from the video;51
Are there cars in the airport?;There are cars in the airport;There are not cars in the airport;There is a car in the airport;There are four cars in the airport;5;15;This is not the correct answer from the video;52
Is the airport open?;The airport is open;The airport is not open;The airport is close;The airport is broken;5;15;This is not the correct answer from the video;53
Are there crashed planes in the airport?;There aren't crashed planes in the airport;There is a crashed plane in the airport;There are many crashed planes in the airport;There are ten crashed planes in the airport;5;15;This is not the correct answer from the video;54
Are there people addressing an airplane?;There are not people addressing an airplane;There are people addressing an airplane;There is a person addressing an airplane;There are two people addressing an airplane;5;15;This is not the correct answer from the video;53
